"","LME1636","LME1637","LME1656","LME1663","LME1668","LME1670","LME1679","LME1689","LME1692","LME1695","LME1698","LME1701","LME1702","LME1705","LME1708","LME1714"
"ASV1092",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1093",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1094",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1095",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV1096",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1097",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1098",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1099",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1100",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1101",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1102",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1103",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV1104",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV1105",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV1106",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ASV1107",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ASV1108",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"ASV1109",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1110",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1111",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1112",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1113",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1114",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1115",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1116",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1117",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV1118",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV1119",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV1120",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV1126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV1128",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1129",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1130",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1131",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1132",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1133",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1134",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1135",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1136",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1137",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1138",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1139",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1140",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1141",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1142",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1143",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1144",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1145",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1146",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1147",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1148",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1149",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1150",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1151",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1152",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1153",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV1154",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1155",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1156",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1157",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1158",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1159",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1160",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1161",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1162",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1163",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV1164",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ASV1165",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"ASV1166",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1167",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1168",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1169",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1170",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1171",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1172",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1173",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1174",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1175",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1176",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1177",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1178",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1179",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV1180",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1181",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1182",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1183",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1184",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1185",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1186",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV1187",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ASV1188",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1189",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1190",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1191",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1192",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1193",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1194",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1195",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1196",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1197",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1198",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1199",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1200",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1201",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1202",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1203",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1204",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1205",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1206",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1207",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1208",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV1209",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV1210",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV1211",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV1212",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ASV1213",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV1214",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV1215",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV1216",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV1217",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV1218",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV1219",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV1220",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV1221",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ASV1222",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ASV1223",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1224",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1225",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1226",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1227",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1228",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1229",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1230",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1231",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV1232",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1233",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1234",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1235",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1236",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1237",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1238",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1239",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1240",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1241",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV1259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV1264",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1265",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1266",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1267",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1268",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1269",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1270",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1271",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1272",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1273",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1274",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1275",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1276",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1277",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1278",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1279",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1281",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1282",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1283",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1284",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1285",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1286",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1287",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1288",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1289",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1290",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1291",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1292",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1293",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1294",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1295",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV1296",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV1297",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV1298",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV1299",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1300",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1301",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1302",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1303",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1304",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1305",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1306",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1307",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1308",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1309",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1310",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1311",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1312",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1313",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV1314",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1315",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1316",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1317",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1318",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1319",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1320",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1321",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1322",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1323",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1324",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1325",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1326",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1327",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV1328",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1329",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1330",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1331",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1332",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1333",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1334",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1335",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1336",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1337",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1338",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1339",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1340",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1341",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1342",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV1343",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1344",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1345",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1346",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1347",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1348",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1349",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1350",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1351",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1352",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1353",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1354",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1355",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1356",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1357",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1358",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV1359",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1360",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1361",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1362",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1363",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV1364",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1365",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1366",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1367",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1368",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1369",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1370",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1371",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV1372",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1373",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1374",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1375",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1376",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1377",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1378",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1379",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV1380",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1381",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1382",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1383",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1384",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1385",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1386",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1387",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1388",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1389",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1390",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1391",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1392",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1393",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1394",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1395",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1396",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1397",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1398",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1399",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV1400",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1401",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1402",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1403",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1404",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1405",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1406",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV1407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV1423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV1425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV1426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
